user_id,username,country,is_premium
198,User_198,US,False
199,User_199,US,False
200,User_200,AU,False
201,User_201,UK,True
202,User_202,CA,True
203,User_203,US,False
204,User_204,UK,False
205,User_205,US,True
206,User_206,US,False
207,User_207,JP,False
208,User_208,AU,False
209,User_209,US,False
210,User_210,IN,False
211,User_211,CA,False
212,User_212,DE,True
213,User_213,UK,True
214,User_214,IN,False
215,User_215,UK,False
216,User_216,IN,False
217,User_217,JP,False
218,User_218,DE,False
219,User_219,UK,False
220,User_220,DE,False
221,User_221,JP,False
222,User_222,IN,False
223,User_223,AU,False
224,User_224,AU,True
225,User_225,DE,True
226,User_226,UK,True
227,User_227,AU,False
228,User_228,DE,False
229,User_229,IN,False
230,User_230,CA,False
231,User_231,UK,False
232,User_232,JP,True
233,User_233,CA,True
234,User_234,JP,True
235,User_235,UK,False
236,User_236,UK,True
237,User_237,CA,True
238,User_238,AU,True
239,User_239,JP,False
240,User_240,CA,True
241,User_241,US,True
242,User_242,JP,True
243,User_243,IN,False
244,User_244,IN,True
245,User_245,IN,True
246,User_246,DE,True
247,User_247,JP,False
248,User_248,DE,True
249,User_249,DE,True
250,User_250,JP,True
251,User_251,DE,False
252,User_252,UK,True
253,User_253,JP,True
254,User_254,AU,True
255,User_255,AU,False
256,User_256,US,True
257,User_257,JP,False
258,User_258,US,False
259,User_259,DE,True
260,User_260,UK,True
261,User_261,AU,False
262,User_262,UK,True
263,User_263,AU,True
264,User_264,JP,False
265,User_265,US,True
266,User_266,AU,False
267,User_267,CA,False
268,User_268,AU,False
269,User_269,UK,True
270,User_270,US,True
271,User_271,JP,False
272,User_272,IN,False
273,User_273,UK,True
274,User_274,DE,True
275,User_275,AU,False
276,User_276,IN,True
277,User_277,IN,False
278,User_278,UK,False
279,User_279,JP,True
280,User_280,AU,True
281,User_281,UK,True
282,User_282,DE,False
283,User_283,IN,True
284,User_284,IN,False
285,User_285,IN,False
286,User_286,DE,False
287,User_287,US,True
288,User_288,IN,True
289,User_289,DE,False
290,User_290,DE,True
291,User_291,US,False
292,User_292,IN,True
293,User_293,AU,False
294,User_294,AU,True
295,User_295,US,False
296,User_296,IN,False
297,User_297,IN,True
298,User_298,JP,True
299,User_299,CA,True
300,User_300,US,False
301,User_301,DE,True
302,User_302,UK,False
303,User_303,JP,False
304,User_304,IN,True
305,User_305,AU,False
306,User_306,US,True
307,User_307,CA,True
308,User_308,DE,True
309,User_309,IN,True
310,User_310,JP,False
311,User_311,US,True
312,User_312,DE,True
313,User_313,JP,True
314,User_314,AU,True
315,User_315,UK,True
316,User_316,IN,True
317,User_317,UK,False
318,User_318,US,True
319,User_319,AU,True
320,User_320,CA,False
321,User_321,AU,True
322,User_322,UK,True
323,User_323,UK,True
324,User_324,IN,True
325,User_325,DE,False
326,User_326,AU,False
327,User_327,JP,True
328,User_328,CA,False
329,User_329,IN,False
330,User_330,UK,False
331,User_331,JP,True
332,User_332,CA,False
333,User_333,US,True
334,User_334,IN,True
335,User_335,DE,True
336,User_336,DE,True
337,User_337,UK,True
338,User_338,DE,False
339,User_339,CA,True
340,User_340,US,True
341,User_341,DE,False
342,User_342,IN,True
343,User_343,IN,False
344,User_344,IN,True
345,User_345,US,False
346,User_346,CA,False
347,User_347,DE,True
348,User_348,DE,False
349,User_349,UK,True
350,User_350,DE,False
351,User_351,IN,False
352,User_352,CA,False
353,User_353,UK,True
354,User_354,AU,False
355,User_355,US,False
356,User_356,US,False
357,User_357,AU,False
358,User_358,JP,False
359,User_359,DE,False
360,User_360,CA,False
361,User_361,JP,True
362,User_362,DE,False
363,User_363,JP,False
364,User_364,US,False
365,User_365,JP,True
366,User_366,US,False
367,User_367,AU,True
368,User_368,IN,True
369,User_369,UK,True
370,User_370,IN,False
371,User_371,DE,False
372,User_372,IN,True
373,User_373,IN,True
374,User_374,CA,False
375,User_375,IN,True
376,User_376,DE,False
377,User_377,US,False
378,User_378,DE,False
379,User_379,IN,True
380,User_380,IN,False
381,User_381,JP,False
382,User_382,CA,True
383,User_383,AU,False
384,User_384,DE,False
385,User_385,JP,True
386,User_386,DE,False
387,User_387,AU,False
388,User_388,AU,False
389,User_389,JP,True
390,User_390,JP,True
391,User_391,AU,False
392,User_392,UK,False
393,User_393,CA,True
394,User_394,UK,True
395,User_395,DE,True
396,User_396,US,False
397,User_397,IN,True
398,User_398,UK,True
399,User_399,JP,True
400,User_400,JP,True
401,User_401,US,True
402,User_402,CA,True
403,User_403,JP,False
404,User_404,US,False
405,User_405,AU,True
406,User_406,AU,False
407,User_407,IN,False
408,User_408,JP,False
409,User_409,AU,True
410,User_410,US,True
411,User_411,US,True
412,User_412,UK,False
413,User_413,CA,False
414,User_414,AU,False
415,User_415,CA,False
416,User_416,UK,False
417,User_417,JP,True
418,User_418,CA,False
419,User_419,JP,True
420,User_420,UK,True
421,User_421,IN,True
422,User_422,US,True
423,User_423,AU,False
424,User_424,JP,True
425,User_425,UK,False
426,User_426,AU,False
427,User_427,CA,False
428,User_428,AU,False
429,User_429,IN,False
430,User_430,US,True
431,User_431,US,False
432,User_432,JP,True
433,User_433,JP,True
434,User_434,AU,False
435,User_435,UK,False
436,User_436,AU,False
437,User_437,JP,True
438,User_438,IN,False
439,User_439,IN,True
440,User_440,IN,False
441,User_441,DE,True
442,User_442,US,True
443,User_443,DE,False
444,User_444,AU,False
445,User_445,AU,False
446,User_446,AU,True
447,User_447,UK,True
448,User_448,AU,True
449,User_449,DE,True
450,User_450,DE,True
451,User_451,IN,True
452,User_452,US,False
453,User_453,DE,False
454,User_454,CA,False
455,User_455,IN,False
456,User_456,DE,True
457,User_457,US,True
458,User_458,AU,True
459,User_459,UK,False
460,User_460,US,True
461,User_461,DE,True
462,User_462,IN,False
463,User_463,DE,True
464,User_464,US,False
465,User_465,DE,False
466,User_466,UK,True
467,User_467,AU,False
468,User_468,JP,False
469,User_469,US,True
470,User_470,UK,False
471,User_471,UK,False
472,User_472,DE,False
473,User_473,UK,False
474,User_474,JP,False
475,User_475,UK,True
476,User_476,IN,False
477,User_477,DE,False
478,User_478,CA,True
479,User_479,JP,True
480,User_480,US,True
481,User_481,IN,True
482,User_482,UK,True
483,User_483,CA,True
484,User_484,DE,True
485,User_485,JP,True
486,User_486,JP,False
487,User_487,CA,False
488,User_488,US,True
489,User_489,JP,False
490,User_490,CA,True
491,User_491,DE,False
492,User_492,AU,False
493,User_493,IN,False
494,User_494,IN,True
495,User_495,DE,True
496,User_496,IN,False
497,User_497,DE,True
498,User_498,UK,False
499,User_499,AU,False
500,User_500,JP,True
501,User_501,IN,True
502,User_502,DE,True
503,User_503,UK,True
504,User_504,CA,True
505,User_505,JP,False
506,User_506,AU,True
507,User_507,DE,True
508,User_508,AU,False
509,User_509,IN,True
510,User_510,JP,False
511,User_511,IN,False
512,User_512,US,True
513,User_513,AU,True
514,User_514,JP,True
515,User_515,JP,True
516,User_516,CA,True
517,User_517,DE,False
518,User_518,US,True
519,User_519,DE,False
520,User_520,IN,False
521,User_521,AU,False
522,User_522,US,False
523,User_523,CA,True
524,User_524,US,True
525,User_525,CA,False
526,User_526,US,True
527,User_527,AU,False
528,User_528,AU,False
529,User_529,UK,False
530,User_530,AU,False
531,User_531,CA,False
532,User_532,DE,False
533,User_533,AU,True
534,User_534,AU,True
535,User_535,UK,True
536,User_536,UK,True
537,User_537,UK,False
538,User_538,AU,False
539,User_539,JP,False
540,User_540,JP,False
541,User_541,AU,False
542,User_542,IN,True
543,User_543,AU,True
544,User_544,CA,False
545,User_545,AU,True
546,User_546,CA,False
547,User_547,AU,True
548,User_548,CA,True
549,User_549,IN,False
550,User_550,DE,True
551,User_551,IN,False
552,User_552,US,False
553,User_553,JP,False
554,User_554,IN,False
555,User_555,JP,True
556,User_556,DE,False
557,User_557,DE,False
558,User_558,JP,False
559,User_559,DE,False
560,User_560,UK,True
561,User_561,JP,True
562,User_562,UK,True
563,User_563,CA,False
564,User_564,JP,True
565,User_565,US,True
566,User_566,CA,True
567,User_567,US,False
568,User_568,DE,False
569,User_569,US,True
570,User_570,JP,True
571,User_571,AU,True
572,User_572,UK,False
573,User_573,AU,True
574,User_574,DE,False
575,User_575,JP,False
576,User_576,IN,False
577,User_577,AU,False
578,User_578,JP,True
579,User_579,CA,False
580,User_580,DE,True
581,User_581,AU,False
582,User_582,UK,False
583,User_583,JP,False
584,User_584,US,True
585,User_585,US,False
586,User_586,AU,True
587,User_587,IN,False
588,User_588,AU,True
589,User_589,AU,False
590,User_590,AU,False
591,User_591,UK,True
592,User_592,IN,True
593,User_593,CA,False
594,User_594,UK,False
595,User_595,IN,False
596,User_596,US,True
597,User_597,US,False
598,User_598,AU,False
599,User_599,AU,True
600,User_600,CA,True
601,User_601,CA,False
602,User_602,DE,True
603,User_603,CA,True
604,User_604,UK,False
605,User_605,DE,True
606,User_606,US,True
607,User_607,IN,True
608,User_608,DE,False
609,User_609,US,False
610,User_610,US,True
611,User_611,JP,False
612,User_612,CA,False
613,User_613,DE,True
614,User_614,DE,False
615,User_615,JP,False
616,User_616,UK,False
617,User_617,DE,False
618,User_618,US,False
619,User_619,AU,True
620,User_620,DE,False
621,User_621,CA,True
622,User_622,CA,True
623,User_623,CA,False
624,User_624,DE,False
625,User_625,IN,True
626,User_626,UK,True
627,User_627,AU,True
628,User_628,UK,True
629,User_629,AU,True
630,User_630,AU,True
631,User_631,AU,True
632,User_632,UK,False
633,User_633,AU,False
634,User_634,JP,False
635,User_635,CA,True
636,User_636,DE,True
637,User_637,AU,True
638,User_638,JP,True
639,User_639,CA,False
640,User_640,DE,True
641,User_641,AU,False
642,User_642,JP,True
643,User_643,IN,False
644,User_644,JP,False
645,User_645,US,False
646,User_646,IN,False
647,User_647,US,False
648,User_648,US,True
649,User_649,DE,False
650,User_650,US,True
651,User_651,US,True
652,User_652,CA,False
653,User_653,UK,True
654,User_654,DE,True
655,User_655,US,False
656,User_656,UK,False
657,User_657,AU,True
658,User_658,US,False
659,User_659,JP,True
660,User_660,DE,True
661,User_661,IN,True
662,User_662,CA,False
663,User_663,CA,False
664,User_664,US,True
665,User_665,DE,False
666,User_666,UK,True
667,User_667,CA,False
668,User_668,JP,True
669,User_669,DE,False
670,User_670,IN,False
671,User_671,DE,True
672,User_672,DE,False
673,User_673,IN,False
674,User_674,IN,False
675,User_675,US,False
676,User_676,US,True
677,User_677,AU,False
678,User_678,JP,False
679,User_679,DE,True
680,User_680,DE,False
681,User_681,DE,True
682,User_682,IN,True
683,User_683,CA,True
684,User_684,JP,False
685,User_685,US,True
686,User_686,CA,True
687,User_687,IN,True
688,User_688,UK,True
689,User_689,CA,False
690,User_690,US,True
691,User_691,IN,True
692,User_692,JP,False
693,User_693,US,False
694,User_694,US,False
695,User_695,AU,False
696,User_696,JP,False
697,User_697,UK,False
698,User_698,CA,False
699,User_699,JP,True
700,User_700,JP,False
701,User_701,CA,True
702,User_702,JP,False
703,User_703,AU,False
704,User_704,AU,True
705,User_705,CA,False
706,User_706,AU,True
707,User_707,IN,False
708,User_708,AU,True
709,User_709,AU,False
710,User_710,DE,False
711,User_711,IN,True
712,User_712,UK,False
713,User_713,CA,True
714,User_714,IN,False
715,User_715,IN,True
716,User_716,IN,True
717,User_717,IN,True
718,User_718,AU,True
719,User_719,IN,True
720,User_720,US,False
721,User_721,UK,True
722,User_722,JP,False
723,User_723,IN,True
724,User_724,CA,False
725,User_725,DE,False
726,User_726,DE,False
727,User_727,AU,True
728,User_728,DE,False
729,User_729,DE,True
730,User_730,DE,False
731,User_731,DE,False
732,User_732,DE,True
733,User_733,JP,False
734,User_734,DE,True
735,User_735,UK,False
736,User_736,JP,True
737,User_737,IN,False
738,User_738,JP,True
739,User_739,CA,True
740,User_740,UK,False
741,User_741,US,False
742,User_742,DE,False
743,User_743,AU,False
744,User_744,CA,False
745,User_745,CA,True
746,User_746,IN,False
747,User_747,UK,True
748,User_748,US,False
749,User_749,JP,True
750,User_750,AU,False
751,User_751,UK,False
752,User_752,DE,False
753,User_753,UK,True
754,User_754,UK,True
755,User_755,JP,True
756,User_756,AU,False
757,User_757,IN,False
758,User_758,AU,False
759,User_759,CA,False
760,User_760,AU,True
761,User_761,IN,True
762,User_762,IN,True
763,User_763,IN,False
764,User_764,US,False
765,User_765,UK,True
766,User_766,US,True
767,User_767,US,True
768,User_768,JP,True
769,User_769,UK,True
770,User_770,JP,False
771,User_771,US,False
772,User_772,CA,False
773,User_773,DE,True
774,User_774,UK,False
775,User_775,UK,False
776,User_776,IN,False
777,User_777,UK,True
778,User_778,US,True
779,User_779,JP,True
780,User_780,CA,False
781,User_781,CA,False
782,User_782,UK,False
783,User_783,JP,True
784,User_784,IN,True
785,User_785,DE,True
786,User_786,AU,True
787,User_787,DE,True
788,User_788,CA,True
789,User_789,DE,False
790,User_790,JP,True
791,User_791,DE,True
792,User_792,DE,False
793,User_793,CA,True
794,User_794,JP,False
795,User_795,IN,True
796,User_796,JP,True
797,User_797,JP,True
798,User_798,JP,False
799,User_799,AU,False
800,User_800,US,True
801,User_801,UK,False
802,User_802,CA,False
803,User_803,CA,False
804,User_804,UK,False
805,User_805,DE,True
806,User_806,AU,False
807,User_807,CA,False
808,User_808,DE,False
809,User_809,JP,True
810,User_810,CA,False
811,User_811,IN,True
812,User_812,US,True
813,User_813,JP,False
814,User_814,US,True
815,User_815,JP,True
816,User_816,DE,True
817,User_817,CA,True
818,User_818,DE,True
819,User_819,DE,True
820,User_820,IN,False
821,User_821,US,True
822,User_822,DE,True
823,User_823,CA,False
824,User_824,JP,True
825,User_825,IN,True
826,User_826,US,False
827,User_827,JP,False
828,User_828,JP,True
829,User_829,UK,False
830,User_830,IN,False
831,User_831,CA,False
832,User_832,DE,False
833,User_833,CA,False
834,User_834,AU,True
835,User_835,US,False
836,User_836,UK,True
837,User_837,DE,False
838,User_838,IN,False
839,User_839,DE,True
840,User_840,CA,False
841,User_841,DE,True
842,User_842,IN,False
843,User_843,AU,True
844,User_844,JP,False
845,User_845,US,False
846,User_846,CA,False
847,User_847,IN,True
848,User_848,DE,True
849,User_849,IN,False
850,User_850,IN,True
851,User_851,UK,True
852,User_852,AU,False
853,User_853,CA,False
854,User_854,JP,True
855,User_855,DE,True
856,User_856,IN,False
857,User_857,US,True
858,User_858,AU,False
859,User_859,US,False
860,User_860,JP,True
861,User_861,CA,False
862,User_862,CA,False
863,User_863,US,True
864,User_864,UK,True
865,User_865,JP,True
866,User_866,AU,False
867,User_867,AU,True
868,User_868,JP,True
869,User_869,CA,False
870,User_870,IN,True
871,User_871,UK,False
872,User_872,AU,True
873,User_873,UK,False
874,User_874,AU,True
875,User_875,AU,False
876,User_876,AU,False
877,User_877,IN,False
878,User_878,AU,True
879,User_879,UK,False
880,User_880,DE,False
881,User_881,UK,False
882,User_882,DE,True
883,User_883,AU,False
884,User_884,JP,False
885,User_885,JP,False
886,User_886,US,False
887,User_887,CA,True
888,User_888,UK,True
889,User_889,UK,False
890,User_890,CA,True
891,User_891,AU,False
892,User_892,JP,True
893,User_893,JP,False
894,User_894,US,True
895,User_895,US,True
896,User_896,UK,False
897,User_897,CA,False
898,User_898,AU,False
899,User_899,DE,True
900,User_900,IN,False
901,User_901,DE,False
902,User_902,US,False
903,User_903,CA,True
904,User_904,US,False
905,User_905,IN,False
906,User_906,IN,True
907,User_907,IN,True
908,User_908,CA,True
909,User_909,UK,False
910,User_910,AU,False
911,User_911,IN,True
912,User_912,UK,False
913,User_913,AU,False
914,User_914,IN,False
915,User_915,DE,False
916,User_916,CA,True
917,User_917,JP,False
918,User_918,CA,True
919,User_919,CA,False
920,User_920,IN,False
921,User_921,IN,False
922,User_922,IN,True
923,User_923,IN,True
924,User_924,UK,False
925,User_925,UK,True
926,User_926,JP,False
927,User_927,CA,False
928,User_928,IN,True
929,User_929,IN,False
930,User_930,CA,False
931,User_931,IN,False
932,User_932,UK,True
933,User_933,JP,False
934,User_934,UK,False
935,User_935,JP,True
936,User_936,JP,True
937,User_937,DE,False
938,User_938,IN,True
939,User_939,US,True
940,User_940,DE,True
941,User_941,UK,True
942,User_942,UK,False
943,User_943,UK,False
944,User_944,JP,True
945,User_945,JP,False
946,User_946,IN,True
947,User_947,CA,False
948,User_948,IN,False
949,User_949,US,False
950,User_950,DE,False
951,User_951,IN,False
952,User_952,IN,True
953,User_953,JP,False
954,User_954,AU,False
955,User_955,DE,False
956,User_956,DE,False
957,User_957,JP,True
958,User_958,US,False
959,User_959,JP,False
960,User_960,UK,False
961,User_961,UK,True
962,User_962,DE,True
963,User_963,CA,False
964,User_964,IN,False
965,User_965,IN,True
966,User_966,UK,False
967,User_967,AU,False
968,User_968,JP,False
969,User_969,JP,True
970,User_970,IN,True
971,User_971,UK,True
972,User_972,CA,True
973,User_973,AU,False
974,User_974,DE,True
975,User_975,JP,True
976,User_976,US,True
977,User_977,UK,False
978,User_978,DE,False
979,User_979,CA,False
980,User_980,CA,False
981,User_981,DE,False
982,User_982,US,True
983,User_983,IN,True
984,User_984,DE,False
985,User_985,DE,True
986,User_986,DE,True
987,User_987,DE,False
988,User_988,DE,False
989,User_989,AU,False
990,User_990,US,False
991,User_991,IN,False
992,User_992,AU,True
993,User_993,JP,False
994,User_994,AU,False
995,User_995,IN,False
996,User_996,JP,False
997,User_997,DE,True
998,User_998,DE,True
999,User_999,AU,True
1000,User_1000,JP,True
