membership_id,channel_id,user_id,tier_level,monthly_fee
485,78,94,1,9.99
486,69,702,2,24.99
487,84,596,1,24.99
488,2,740,2,4.99
489,90,230,1,4.99
490,57,265,1,4.99
491,89,43,1,24.99
492,95,813,1,9.99
493,37,379,1,9.99
494,76,864,2,4.99
495,29,901,1,9.99
496,57,126,1,4.99
497,3,73,1,4.99
498,35,157,2,9.99
499,46,629,1,4.99
500,84,895,1,9.99
501,95,150,1,24.99
502,85,433,1,9.99
503,30,25,3,24.99
504,60,228,1,4.99
505,33,380,2,24.99
506,72,867,1,4.99
507,48,162,3,4.99
508,43,655,1,4.99
509,65,2,1,4.99
510,38,140,3,9.99
511,96,566,1,4.99
512,12,498,1,9.99
513,70,207,1,9.99
514,30,928,3,4.99
515,9,389,1,9.99
516,82,80,1,4.99
517,84,555,1,4.99
518,34,252,1,4.99
519,75,217,1,24.99
520,49,727,1,24.99
521,18,650,1,24.99
522,42,791,1,4.99
523,69,413,1,9.99
524,13,132,1,9.99
525,32,510,1,4.99
526,26,370,1,4.99
527,91,153,1,4.99
528,39,407,1,4.99
529,57,967,2,9.99
530,51,418,1,4.99
531,32,30,1,4.99
532,63,758,1,4.99
533,56,241,1,24.99
534,90,791,1,4.99
535,73,227,1,4.99
536,90,778,2,4.99
537,52,505,1,4.99
538,25,301,2,24.99
539,11,871,1,4.99
540,31,154,1,9.99
541,43,636,1,4.99
542,55,282,2,24.99
543,52,640,1,4.99
544,4,787,1,4.99
545,20,329,1,4.99
546,42,147,2,4.99
547,86,871,1,9.99
548,78,391,1,4.99
549,88,203,1,4.99
550,12,433,3,9.99
551,41,622,1,4.99
552,49,552,1,4.99
553,20,962,2,24.99
554,14,8,1,4.99
555,91,1,3,4.99
556,31,97,3,4.99
557,18,101,2,9.99
558,79,618,2,24.99
559,3,377,3,4.99
560,65,2,1,9.99
561,27,359,2,4.99
562,13,103,1,4.99
563,76,934,1,4.99
564,98,171,3,4.99
565,83,608,1,4.99
566,30,820,1,24.99
567,33,974,1,4.99
568,96,979,1,9.99
569,73,789,3,9.99
570,15,808,2,4.99
571,14,779,1,4.99
572,88,91,1,4.99
573,78,293,1,9.99
574,78,59,1,24.99
575,62,813,1,24.99
576,98,422,2,9.99
577,2,10,1,24.99
578,64,125,1,9.99
579,49,824,1,4.99
580,20,113,3,4.99
581,56,350,3,4.99
582,90,184,1,9.99
583,86,646,1,4.99
584,52,358,1,4.99
585,43,49,1,4.99
586,79,677,1,4.99
587,27,328,1,4.99
588,33,732,1,4.99
589,85,429,1,4.99
590,33,321,2,9.99
591,87,823,1,4.99
592,24,446,1,9.99
593,62,813,1,4.99
594,88,436,2,4.99
595,31,477,2,4.99
596,68,897,2,4.99
597,25,941,2,4.99
598,27,736,1,4.99
599,3,594,3,4.99
600,10,603,2,4.99
601,26,592,1,9.99
602,97,236,1,24.99
603,17,805,3,4.99
604,76,439,1,4.99
605,96,683,1,24.99
606,30,846,1,24.99
607,45,473,1,4.99
608,22,720,1,4.99
609,54,398,1,24.99
610,25,919,1,9.99
611,59,566,1,4.99
612,43,792,1,24.99
613,37,500,1,4.99
614,65,634,1,4.99
615,91,443,1,4.99
616,88,20,1,4.99
617,2,779,1,9.99
618,44,689,2,4.99
619,52,26,1,24.99
620,13,349,2,4.99
621,75,25,2,24.99
622,39,881,1,9.99
623,17,64,1,4.99
624,41,1000,3,4.99
625,67,332,1,9.99
626,60,766,1,4.99
627,29,830,2,4.99
628,52,127,1,4.99
629,65,761,1,4.99
630,58,434,1,4.99
631,65,415,1,4.99
632,64,481,3,4.99
633,36,696,1,4.99
634,71,1,2,4.99
635,47,762,2,9.99
636,34,125,1,4.99
637,68,231,2,9.99
638,33,803,3,4.99
639,20,511,1,4.99
640,83,81,1,4.99
641,3,324,3,24.99
642,39,465,1,9.99
643,35,888,1,4.99
644,72,44,1,9.99
645,52,677,1,4.99
646,6,216,1,4.99
647,41,875,1,24.99
648,4,98,1,9.99
649,85,739,2,4.99
650,48,905,2,9.99
651,37,98,1,4.99
652,44,237,1,4.99
653,8,276,2,4.99
654,71,510,2,4.99
655,31,866,1,4.99
656,65,568,3,24.99
657,97,423,1,9.99
658,55,57,3,4.99
659,42,864,1,24.99
660,96,722,1,4.99
661,94,582,1,4.99
662,38,519,1,4.99
663,54,952,2,4.99
664,37,338,1,4.99
665,5,773,2,24.99
666,18,931,1,4.99
667,92,473,1,4.99
668,67,6,3,4.99
669,39,336,1,4.99
670,49,883,1,4.99
671,51,42,2,9.99
672,21,506,3,9.99
673,92,830,3,24.99
674,7,851,1,24.99
675,10,76,1,24.99
676,95,272,2,4.99
677,5,379,1,4.99
678,61,475,1,4.99
679,56,266,1,9.99
680,24,432,1,4.99
681,36,884,2,9.99
682,85,430,1,4.99
683,91,286,1,9.99
684,94,150,1,24.99
685,66,435,1,4.99
686,61,769,3,4.99
687,88,521,1,24.99
688,66,834,2,4.99
689,96,200,1,9.99
690,12,945,3,4.99
691,21,468,1,24.99
692,81,14,1,4.99
693,51,317,2,4.99
694,13,832,3,4.99
695,7,423,1,4.99
696,46,229,1,9.99
697,12,732,1,4.99
698,40,225,3,4.99
699,78,193,1,4.99
700,24,229,1,4.99
701,21,719,1,4.99
702,67,372,3,4.99
703,5,807,1,9.99
704,75,829,1,9.99
705,38,440,1,4.99
706,93,428,1,4.99
707,3,124,1,4.99
708,79,267,1,9.99
709,70,615,1,9.99
710,53,937,1,4.99
711,15,957,1,9.99
712,95,328,1,4.99
713,18,488,1,4.99
714,83,834,1,4.99
715,11,119,2,4.99
716,42,768,3,4.99
717,86,774,2,4.99
718,83,950,1,4.99
719,77,411,1,24.99
720,75,243,1,4.99
721,37,673,1,4.99
722,46,906,2,4.99
723,50,854,3,4.99
724,8,827,2,4.99
725,91,238,1,4.99
726,33,466,1,9.99
727,5,897,1,4.99
728,11,657,1,9.99
729,65,959,3,9.99
730,69,819,1,4.99
731,46,482,1,4.99
732,80,400,1,9.99
733,5,507,1,9.99
734,100,327,1,9.99
735,86,917,1,4.99
736,93,989,1,4.99
737,38,573,2,24.99
738,58,317,1,4.99
739,82,347,2,4.99
740,20,399,1,4.99
741,99,354,2,9.99
742,94,942,1,4.99
743,3,482,1,4.99
744,36,881,1,24.99
745,99,645,1,9.99
746,22,728,1,24.99
747,21,403,1,4.99
748,61,927,1,4.99
749,73,155,1,4.99
750,47,491,1,4.99
751,55,451,1,4.99
752,35,993,1,4.99
753,69,107,3,4.99
754,91,64,3,4.99
755,75,671,1,24.99
756,53,846,1,4.99
757,80,155,3,4.99
758,14,343,2,4.99
759,79,193,2,4.99
760,12,815,1,4.99
761,91,383,3,4.99
762,62,708,2,9.99
763,96,824,1,9.99
764,65,638,2,24.99
765,86,267,2,4.99
766,36,680,1,4.99
767,44,751,1,4.99
768,3,833,1,4.99
769,89,501,2,4.99
770,98,868,2,24.99
771,3,929,1,9.99
772,74,357,2,4.99
773,49,89,1,9.99
774,13,653,1,4.99
775,21,630,1,24.99
776,57,206,1,4.99
777,32,706,1,9.99
778,94,683,2,24.99
779,52,411,1,4.99
780,88,653,3,4.99
781,16,453,1,4.99
782,83,632,1,4.99
783,43,974,1,4.99
784,7,70,1,4.99
785,32,867,3,4.99
786,40,613,1,4.99
787,25,566,1,9.99
788,27,474,1,9.99
789,64,380,3,4.99
790,38,303,1,4.99
791,25,733,3,4.99
792,11,377,1,9.99
793,69,883,2,9.99
794,19,794,3,9.99
795,14,739,1,4.99
796,68,81,2,4.99
797,92,810,1,4.99
798,45,485,1,4.99
799,28,937,3,4.99
800,95,444,2,4.99
